MR	NumUP	NumDN	Index_maVitro	Index_maVivo	Index_hmVitro	Index_hmVivo	Index_Focused
NOBOX	0	1	0	0	0	0	0
ROS1	0	2	0	0	0	0	0
ZC3H12B	0	1	0	0	0	0	0
ZDHHC19	0	1	0	0	0	0	0
KLF17	0	2	0	0	0	0	0
GNB1L	0	1	1	1	1	1	1
ITGA11	0	1	0	0	0	0	0
PLEK2	0	2	0	0	0	0	0
ADRA1D	0	1	0	0	0	0	0
ARHGEF37	0	3	0	0	0	0	0
CXCR3	0	2	0	0	0	0	0
P2RY6	0	1	0	0	0	0	0
CALCR	0	1	0	0	0	0	0
MEIS3	0	1	0	0	0	0	0
MET	0	1	0	0	0	0	0
RHOJ	0	1	0	0	0	0	0
HBZ	0	2	0	0	0	0	0
ROR2	0	1	0	0	0	0	0
CAMK2B	0	3	0	0	0	0	0
GNAL	0	1	0	0	0	0	0
HRH2	0	1	0	0	0	0	0
MYLK2	0	3	0	0	0	0	0
SP8	0	1	0	0	0	0	0
PGR	0	2	0	0	0	0	0
SLC1A2	0	1	0	0	0	0	0
SSTR3	0	2	0	0	0	0	0
TPD52L1	0	2	0	0	0	0	0
PKP1	0	1	0	0	0	0	0
CSRNP3	0	1	0	0	0	0	0
RGMB	0	2	0	0	0	0	0
TBC1D21	0	1	0	0	0	0	0
MAPK15	0	2	0	0	0	0	0
GNRHR2	0	1	0	0	0	0	0
MIXL1	0	2	0	0	0	0	0
VGLL1	0	2	0	0	0	0	0
SYDE1	0	2	0	0	0	0	0
SPDEF	0	1	0	0	0	0	0
PLEKHH3	0	1	0	0	0	0	0
TBX10	0	1	0	0	0	0	0
SMYD1	0	1	0	0	0	0	0
ADGRV1	0	1	0	0	0	0	0
SMOC1	0	2	0	0	0	0	0
DTX1	0	3	0	0	0	0	0
ADM2	0	2	0	0	0	0	0
NCR1	0	2	0	0	0	0	0
BARHL1	0	1	0	0	0	0	0
RAMP2	0	2	0	0	0	0	0
TBC1D10A	0	1	0	0	0	0	0
DCX	0	2	0	0	0	0	0
GNAO1	0	1	0	0	0	0	0
BAIAP2L1	0	1	0	0	0	0	0
GPR173	0	1	0	0	0	0	0
PSD2	0	4	0	0	0	0	0
DMRTB1	0	1	0	0	0	0	0
RIIAD1	0	1	0	0	0	0	0
CNTNAP2	0	2	0	0	0	0	0
TFAP2D	0	1	0	0	0	0	0
MAP3K10	0	1	0	0	0	0	0
PTPRN	0	2	0	0	0	0	0
GSK3A	0	1	0	0	0	0	0
GAP43	0	1	0	0	0	0	0
MAS1L	0	1	0	0	0	0	0
INSM2	0	2	0	0	0	0	0
ADCY1	0	1	0	0	0	0	0
ZNF429	0	2	0	0	0	0	0
NR0B2	0	2	0	0	0	0	0
GDF3	0	2	0	0	0	0	0
RAB4B	0	2	0	0	0	0	0
HNF4A	0	3	0	0	0	0	0
STAC2	0	2	0	0	0	0	0
ZBTB7C	0	1	0	0	0	0	0
RAB42	0	1	0	0	0	0	0
GUCA1B	0	2	0	0	0	0	0
FGFBP1	0	3	0	0	0	0	0
TREML1	0	3	0	0	0	0	0
IL22RA1	0	1	0	0	0	0	0
GPR4	0	1	0	0	0	0	0
IFNB1	0	1	0	0	0	0	0
VGLL2	0	2	0	0	0	0	0
ZBTB12	0	1	0	0	0	0	0
GLIS1	0	1	0	0	0	0	0
ESRRB	0	1	0	0	0	0	0
EGR4	0	1	0	0	0	0	0
ASCL1	0	3	0	0	0	0	0
SPSB1	0	3	0	0	0	0	0
CHRNA1	0	1	0	0	0	0	0
IFNL1	0	2	0	0	0	0	0
NCSTN	1	0	0	0	0	0	0
SMARCD2	1	0	0	0	0	0	0
ZSWIM7	3	0	0	0	0	0	0
NELFB	1	0	0	0	0	0	0
COPRS	3	0	0	0	0	0	0
ITGA4	1	0	0	1	0	1	1
PTPRA	1	0	0	0	0	0	0
MAP2K5	1	0	0	0	0	0	0
ITGB1BP1	2	0	1	1	1	1	1
ZC3H8	1	0	0	0	0	0	0
PRAM1	1	0	0	0	0	0	0
COMMD7	2	0	0	0	0	0	0
CERS2	2	0	0	0	0	0	0
PIGU	3	0	0	0	0	0	0
ALCAM	1	0	0	0	0	0	0
SERGEF	1	0	0	0	0	0	0
MLLT1	1	0	0	0	0	0	0
XPO1	1	0	0	0	0	0	0
ZDHHC8	1	0	0	0	0	0	0
RAB37	1	0	0	0	0	0	0
IRF3	1	0	0	0	0	0	0
NSMCE1	3	0	0	0	0	0	0
ZNF789	1	0	0	0	0	0	0
RPTOR	1	0	1	1	1	1	1
AATF	2	0	0	0	0	0	0
ZNF747	1	0	0	0	0	0	0
FAF1	1	0	0	0	0	0	0
RPS6KA1	1	0	0	0	0	0	0
CD164	1	0	0	0	0	0	0
GATAD1	1	0	0	0	0	0	0
PRKACB	1	0	0	0	0	0	0
ZNF362	1	0	0	0	0	0	0
STUB1	2	0	0	0	0	0	0
DFFB	1	0	0	0	0	0	0
PRMT5	1	0	1	1	1	1	1
YARS	1	0	0	0	0	0	0
SSBP4	1	0	0	0	1	0	1
BCKDK	1	0	0	0	0	0	0
ERCC2	1	0	0	0	0	0	0
SCAP	1	0	1	0	1	1	1
KAT8	2	0	1	1	1	1	1
ARRB1	1	0	0	0	0	0	0
DMAP1	1	0	1	1	1	1	1
SUPT20H	1	0	0	0	0	0	0
ZNF607	1	0	0	0	0	0	0
HNRNPAB	1	0	0	0	0	0	0
ARHGAP18	3	0	0	0	0	0	0
CD33	2	0	0	0	0	0	0
SIPA1	1	0	0	0	0	0	0
MEN1	1	0	1	1	1	1	1
TIMM50	1	0	0	0	0	0	0
FLT3	1	0	0	0	0	0	0
CCM2	1	0	0	0	0	0	0
U2AF2	1	0	0	0	0	0	0
RFX5	1	0	0	0	0	0	0
TXNDC12	4	0	0	0	0	0	0
ZFAND2B	1	0	0	0	0	0	0
CBFB	3	0	1	1	1	1	1
STAT6	1	0	0	0	0	0	0
ZMYND19	1	0	1	0	1	0	1
ARNT	1	0	0	0	0	0	0
ARHGAP9	1	0	0	0	0	0	0
SCARB1	1	0	0	0	0	0	0
TBC1D9B	1	0	0	0	0	0	0
ATG10	1	0	0	0	0	0	0
CHST11	1	0	0	0	0	0	0
RAB40C	1	0	0	0	0	0	0
MMS19	1	0	0	0	0	0	0
POGK	2	0	0	0	0	0	0
SEC31A	1	0	1	1	1	1	1
RBM10	1	0	0	0	0	0	0
SMARCAL1	1	0	0	0	0	0	1
LRCH4	1	0	0	0	0	0	0
SMARCC2	1	0	0	0	0	0	0
ELMO1	1	0	0	0	0	0	0
ZFP64	1	0	0	0	0	0	0
EHMT1	1	1	0	0	0	0	0
SKAP2	2	0	0	0	0	0	0
ANGPTL4	0	1	0	0	0	0	0
RNF43	0	2	0	0	0	0	0
OR12D3	0	1	0	0	0	0	0
ESRRA	0	1	0	0	0	0	0
RGS7	0	1	0	0	0	0	0
GREM2	0	1	0	0	0	0	0
EDA	0	3	0	0	0	0	0
LMCD1	0	1	0	0	0	0	1
CNR1	0	1	0	0	0	0	0
BMP6	0	1	0	0	0	0	0
PRDM5	0	1	0	0	0	0	0
RXRB	0	1	0	0	0	0	0
NDN	0	1	0	0	0	0	0
GRIA1	0	2	0	0	0	0	0
LHCGR	0	1	0	0	0	0	0
ZFP92	0	1	0	0	0	0	0
TFAP2A	0	1	0	0	0	0	0
ACVR2A	0	1	0	0	0	0	0
WNT5A	0	1	0	0	0	0	0
OR1F1	0	2	0	0	0	0	0
DCLK2	0	1	0	0	0	0	0
ZNF286A	0	1	0	0	0	0	0
PLXNA4	0	1	0	0	0	0	0
KCNK10	0	1	0	0	0	0	0
CYP26A1	0	1	0	0	0	0	0
SPIB	0	1	0	0	0	0	0
OR2B6	0	1	0	0	0	0	0
ZBED2	0	1	0	0	0	0	0
POU5F1B	0	1	0	0	0	0	0
OPCML	0	1	0	0	0	0	0
GPR161	0	1	0	0	0	0	0
TNXB	0	2	0	0	0	0	0
ESR1	0	2	0	0	0	0	0
FLT1	0	1	0	0	0	0	0
ASB4	0	1	0	0	0	0	0
GPR20	0	2	0	0	0	0	0
RAP1GAP	0	2	0	0	0	0	0
PTPRH	0	1	0	0	0	0	0
GABRD	0	1	0	0	0	0	0
SSTR2	0	2	0	0	0	0	0
CHRM4	0	1	0	0	0	0	0
GPR32	0	2	0	0	0	0	0
GABRG3	0	1	0	0	0	0	0
RAB17	0	1	0	0	0	0	0
IL4	0	1	0	0	0	0	1
C5AR2	0	1	0	0	0	0	0
HIF3A	0	1	0	0	0	0	0
SIPA1L1	0	1	0	0	0	0	0
ADRB3	0	1	0	0	0	0	1
GFRA3	0	1	0	0	0	0	0
NKX3-2	0	1	0	0	0	0	0
ARHGEF38	0	1	0	0	0	0	0
GRIK2	0	1	0	0	0	0	0
HLA-DOB	0	1	0	0	0	0	0
IFI27	0	3	0	0	0	0	0
PAX7	0	1	0	0	0	0	0
HTR1E	0	1	0	0	0	0	0
EPHB1	0	1	0	0	0	0	0
MYO10	0	1	0	0	0	0	0
APBB1	0	1	0	0	0	0	0
DNMT3L	0	1	0	0	0	0	0
RIT2	0	1	0	0	0	0	0
HOXD9	0	1	0	0	0	0	0
UBB	0	1	0	0	0	0	0
ARHGEF4	0	2	0	0	0	0	0
TLE2	0	2	0	0	0	0	0
ADGRL1	0	2	0	0	0	0	0
LOXL2	0	2	0	0	0	0	0
ABCC8	0	1	0	0	0	0	0
CHRNA4	0	1	0	0	0	0	0
MC1R	0	1	0	0	0	0	0
FGF2	0	1	0	0	0	0	0
IRF4	0	1	0	0	0	0	0
DACT1	0	1	0	0	0	0	0
AMBP	0	1	0	0	0	0	0
OPRK1	0	2	0	0	0	0	0
OR1E1	0	1	0	0	0	0	0
CHN1	0	1	0	0	0	0	0
CX3CL1	0	1	0	0	0	0	0
CASP10	0	1	0	0	0	0	0
NKX2-8	0	1	0	0	0	0	0
GFRA2	0	1	0	0	0	0	0
ELF5	0	1	0	0	0	0	0
FOXA1	0	1	0	0	0	0	0
CD3E	0	1	0	0	0	0	0
TAS2R3	0	1	0	0	0	0	0
NFATC4	0	1	0	0	0	0	0
OR2J2	0	1	0	0	0	0	0
CITED1	0	1	0	0	0	0	0
OR10H2	0	1	0	0	0	0	0
ZNF484	0	2	0	0	0	0	0
LMO1	0	1	0	0	0	0	0
SCTR	0	1	0	0	0	0	0
IL1A	0	1	0	0	0	0	0
MMP14	0	1	0	0	0	0	0
SRGAP3	0	1	0	0	0	0	0
GNAT1	0	1	0	0	0	0	0
HOXC6	0	1	0	0	0	0	0
MYOG	0	1	0	0	0	0	0
IL11	0	1	0	0	0	0	0
ADCY6	0	1	0	0	0	0	0
RARB	0	1	0	0	0	0	0
GRID2	0	2	0	0	0	0	0
TFAP2C	0	1	0	0	0	0	0
EPHA5	0	2	0	0	0	0	1
ADCYAP1	0	1	0	0	0	0	0
CALCA	0	1	0	0	0	0	0
CARD14	0	1	0	0	0	0	0
SOX15	0	1	0	0	0	0	0
TFAP4	0	1	0	0	0	0	0
MYO6	0	1	0	0	0	0	0
EPHA1	0	1	0	0	0	0	0
HCRTR1	0	2	0	0	0	0	0
SPRY4	0	1	0	0	0	0	0
TFDP3	0	1	0	0	0	0	0
GRIA4	0	1	0	0	0	0	0
FPR3	0	1	0	0	0	0	0
OR11A1	0	1	0	0	0	0	0
ASIC2	0	1	0	0	0	0	0
FARP1	0	1	0	0	0	0	0
SFN	0	1	0	0	0	0	0
ITGB1BP2	0	1	0	0	0	0	0
PAX8	0	1	0	0	0	0	0
OR7A5	0	1	0	0	0	0	0
MAPK11	0	1	0	0	0	0	0
PDE1C	0	2	0	0	0	0	0
FST	0	1	0	0	0	0	0
ZFYVE9	0	1	0	0	0	0	0
CMKLR1	0	1	0	0	0	0	0
EYA1	0	1	0	0	0	0	0
TBX21	0	2	0	0	0	0	0
DRD3	0	1	0	0	0	0	0
AGFG2	0	1	0	0	0	0	0
VN1R1	0	1	0	0	0	0	0
FGB	0	1	0	0	0	0	0
CD80	0	1	0	0	0	0	0
CRHBP	0	1	0	0	0	0	0
GALR3	0	1	0	0	0	0	0
SOX11	0	1	0	0	0	0	0
IL1RAPL1	0	1	0	0	0	0	0
CHRNB3	0	1	0	0	0	0	0
GNG12	0	1	0	0	0	0	0
HOXC5	0	1	0	0	0	0	0
IGSF1	0	1	0	0	0	0	0
MCF2L	0	2	0	0	0	0	0
PTCH1	0	1	0	0	0	0	0
CXCR1	0	1	0	0	0	0	1
GLI1	0	3	0	0	0	0	0
PDZD3	0	1	0	0	0	0	0
ESR2	0	2	0	0	0	0	0
F2RL3	0	1	0	0	0	0	0
CCR8	0	2	0	0	0	0	0
SIX6	0	1	0	0	0	0	0
GHRHR	0	1	0	0	0	0	0
ITPR3	0	2	0	0	0	0	0
NTRK3	0	1	0	0	0	0	0
COL1A1	0	1	0	0	0	0	0
PKD2L1	0	1	0	0	0	0	0
PBX1	0	1	0	0	0	0	0
ADRA2B	0	1	0	0	0	0	0
ZNF444	0	1	0	0	0	0	0
ITGB4	0	1	0	0	0	0	0
PDE1B	0	1	0	0	0	0	0
OR10H1	0	1	0	0	0	0	0
NUDT4	0	1	0	0	0	0	0
ELK1	0	1	0	0	0	0	0
PTGIR	0	1	0	0	0	0	0
PLEKHG3	0	1	0	0	0	0	0
KCNH6	0	1	0	0	0	0	0
FOXF1	0	1	0	0	0	0	0
THRA	0	1	0	0	0	0	0
OR2S2	0	1	0	0	0	0	0
CDK5	2	0	0	0	0	0	0
GTF2IRD2	1	0	0	0	0	0	0
ATF7	1	0	0	0	0	0	0
SUB1	3	0	0	0	0	0	0
PREB	1	0	0	0	0	0	0
ZCRB1	2	0	0	0	0	0	0
CAMTA1	2	0	0	0	0	0	0
PCGF1	1	0	0	1	1	1	1
CHEK2	1	0	0	0	0	0	0
PEX14	1	0	0	0	0	0	0
CKS1B	1	0	0	0	0	0	0
ITGAE	1	0	0	0	0	0	0
CD160	0	1	0	0	0	0	0
E2F2	0	1	0	0	0	0	0
FFAR1	0	1	0	0	0	0	0
GRAP2	0	2	0	0	0	0	0
RBM38	0	1	0	0	0	0	0
ANK1	0	1	0	0	0	0	0
MXI1	0	1	0	0	0	0	0
TGFBR3	0	2	0	0	0	0	0
RP1L1	0	1	0	0	0	0	0
UBASH3A	0	1	0	0	0	0	0
SNCA	0	1	0	0	0	0	0
S1PR5	0	1	0	0	0	0	0
SPOCK2	0	2	0	0	0	0	0
LBH	0	2	0	0	0	0	0
ARHGAP39	0	1	0	0	0	0	0
WNK1	0	1	1	0	1	1	1
FOXO3	0	1	0	0	0	0	0
SIRPG	0	2	0	0	0	0	0
BCL2L1	0	1	0	0	0	0	0
FAM46C	0	1	0	0	0	0	0
PEG10	0	2	0	0	0	0	0
ACKR1	0	1	0	0	0	0	0
ACSL6	0	2	0	0	0	0	0
PRDX1	2	0	0	0	0	0	0
PPP3CB	2	0	0	0	0	0	0
YWHAB	3	0	0	0	0	0	0
ZMAT2	2	0	0	0	0	0	0
MED27	1	0	0	0	0	0	0
MRE11	1	0	0	0	0	0	0
SDHA	1	0	0	0	0	0	0
CDC73	1	0	0	0	0	0	1
TBC1D1	1	0	0	0	0	0	0
YWHAH	1	0	0	0	0	0	0
MAPK1	1	0	0	0	0	0	0
FUBP3	1	0	0	0	0	0	0
UBP1	1	0	1	1	1	1	1
PCBD1	2	0	0	0	0	0	0
TBC1D22A	1	0	0	0	0	0	0
HMGN1	1	0	0	0	0	0	0
ZNF32	2	0	0	0	0	0	0
TOP2B	1	0	0	0	0	0	0
BST2	1	0	0	0	0	0	0
RBBP8	2	0	0	0	0	0	0
TMEM30A	3	0	0	0	0	0	0
FOXN3	2	0	0	0	0	0	0
IFT52	2	0	0	0	0	0	0
DEK	1	0	0	0	0	0	0
HTATSF1	2	0	0	0	0	0	0
SETD3	2	0	0	0	0	0	0
SND1	1	0	0	0	0	0	0
ARHGEF18	1	0	0	1	0	1	1
ZDHHC4	1	0	0	0	0	0	0
PCBD2	1	0	0	0	0	0	0
CARS	1	0	0	0	0	0	0
BABAM2	1	0	0	0	0	0	0
SMARCA5	1	0	0	0	0	0	0
SNF8	1	0	1	1	1	1	1
ANXA4	1	0	0	0	0	0	0
CREBL2	2	0	0	0	0	0	0
PRKDC	1	0	0	0	0	0	0
SYK	1	0	0	0	0	0	0
ARHGAP19	1	0	0	0	0	0	0
ARHGAP1	1	0	0	0	0	0	0
SPG21	1	0	0	0	0	0	0
G3BP2	1	0	0	0	0	0	0
PPM1L	1	0	0	0	0	0	0
LDB1	0	2	0	0	0	0	0
OR51I1	0	1	0	0	0	0	0
MUSK	0	1	0	0	0	0	0
KALRN	0	2	0	0	0	0	0
EPHA2	0	1	0	0	0	0	0
TYRO3	0	1	0	0	0	0	0
TACR1	0	1	0	0	0	0	0
ANTXR1	0	1	0	0	0	0	0
IGFBP3	0	1	0	0	0	0	0
ELN	0	1	0	0	0	0	0
SPARCL1	0	1	0	0	0	0	0
ADCY4	0	1	0	0	0	0	0
CABP4	0	1	0	0	0	0	0
HTR1D	0	1	0	0	0	0	0
TBC1D25	0	1	0	0	0	0	0
ALX3	0	1	0	0	0	0	0
ZSCAN20	0	1	0	0	0	0	0
PYGO1	0	1	0	0	0	0	0
LMX1A	0	1	0	0	0	0	0
ARHGEF17	0	2	0	0	0	0	0
OR4D1	0	1	0	0	0	0	0
EYA4	0	1	0	0	0	0	0
GIGYF1	0	1	0	0	0	0	0
GPR12	0	1	0	0	0	0	0
OR2H2	0	1	0	0	0	0	0
GNG13	0	1	0	0	0	0	0
RASL11A	0	1	0	0	0	0	0
CACNB4	0	1	0	0	0	0	0
CD274	0	1	0	0	0	0	0
EPHA7	0	1	0	0	0	0	0
NSG2	0	1	0	0	0	0	0
GPR135	0	1	0	0	0	0	0
ACVRL1	0	1	0	0	0	0	0
PDCD1LG2	0	1	0	0	0	0	0
PKD1L2	0	1	0	0	0	0	0
CA8	0	1	0	0	0	0	0
HOXC8	0	1	0	0	0	0	1
DUSP16	0	1	0	0	0	0	0
ATP2A1	0	1	0	0	0	0	0
ZFP57	0	1	0	0	0	0	0
RGL3	0	1	0	0	0	0	0
DPYSL5	0	1	0	0	0	0	0
ATOH8	0	1	0	0	0	0	0
SOX17	0	1	0	0	0	0	0
NKX6-3	0	1	0	0	0	0	0
HR	0	1	0	0	0	0	0
ANGPTL3	0	1	0	0	0	0	0
EDN1	0	2	0	0	0	0	0
HOXD10	0	1	0	0	0	0	0
DPF1	0	1	0	0	0	0	0
ASB16	0	1	0	0	0	0	0
OPN5	0	1	0	0	0	0	0
KDR	0	1	0	0	0	0	0
SIX5	0	1	0	0	0	0	0
GABRR2	0	1	0	0	0	0	0
ITGAD	0	1	0	0	0	0	0
OR51E2	0	1	0	0	0	0	0
ZCCHC12	0	1	0	0	0	0	0
FGF1	0	1	0	0	0	0	0
NKD1	0	1	0	0	0	0	0
SGSM1	0	1	0	0	0	0	0
TAL2	0	1	0	0	0	0	0
FOXC2	0	1	0	0	0	0	0
SOX3	0	1	0	0	0	0	0
POU6F2	0	1	0	0	0	0	0
GARNL3	0	1	0	0	0	0	0
OR4D2	0	1	0	0	0	0	0
PURB	0	1	0	0	0	0	0
GABRA1	0	1	0	0	0	0	0
TNK1	0	1	0	0	0	0	0
RHEB	1	0	0	0	0	0	0
MYCBP	1	0	0	0	0	0	0
HOXA10	1	0	0	0	0	0	0
PPP2CA	1	0	0	0	0	0	0
CDC42	1	0	0	0	0	0	0
ARF4	1	0	0	0	0	0	0
CALM2	2	0	0	0	0	0	0
CSNK1A1	1	0	1	1	1	1	1
RAP2C	1	0	0	0	0	0	0
CDH13	1	0	0	0	0	0	0
CREG1	1	0	0	0	0	0	0
SLTM	1	0	0	0	0	0	0
ARL4A	1	0	0	0	0	0	0
RAB32	1	0	0	0	0	0	0
TMEM9B	1	0	0	0	0	0	0
BAZ1A	1	0	0	0	0	0	0
EVI2A	1	0	0	0	0	0	0
ATP6AP2	1	0	1	1	1	1	1
TAF11	1	0	0	0	0	0	0
TNFSF13B	1	0	0	0	0	0	0
C18orf32	1	0	0	0	0	0	0
RAB18	1	0	0	0	0	0	0
GNG5	1	0	0	0	0	0	0
ZFAND5	1	0	0	0	0	0	0
ING1	1	0	0	0	0	0	0
SPOP	1	0	0	0	0	0	0
ARL8B	1	0	1	1	0	1	1
WSB2	1	0	0	0	0	0	0
LTB	0	1	0	0	0	0	0
SH2D3A	0	1	0	0	0	0	0
CBX7	0	1	0	0	0	0	0
CBX2	0	1	0	0	0	0	0
BMP3	0	1	0	0	0	0	0
KLRC1	0	1	0	0	0	0	0
PRDX2	0	1	0	0	0	0	0
ITGA3	0	1	0	0	0	0	0
XCR1	0	1	0	0	0	0	0
ZNF526	0	1	0	0	0	0	0
APC2	0	1	0	0	0	0	0
IFNG	0	1	0	0	0	0	0
ZHX2	0	1	0	0	0	0	0
WNT1	0	1	0	0	0	0	1
FGD5	0	1	0	0	0	0	0
ZNF502	0	1	0	0	0	0	0
PI4KAP2	0	1	0	0	0	0	0
RAB30	0	1	0	0	0	0	0
JAK3	0	1	0	0	0	0	0
HIC2	0	1	0	0	0	0	1
CBFA2T3	0	1	0	0	0	0	0
DOK4	0	1	0	0	0	0	0
LRP5	0	1	0	0	0	0	0
TEAD2	0	1	0	0	0	0	0
MAPK8IP1	0	1	0	0	0	0	0
TAL1	0	1	0	0	0	0	0
GRAP	0	1	0	0	0	0	0
PER3	0	1	0	0	0	0	0
RBPMS	0	1	0	0	0	0	0
PCSK1N	0	1	0	0	0	0	0
ZC3H7B	0	1	0	0	0	0	0
ZNF793	0	1	0	0	0	0	0
ZNF8	0	1	0	0	0	0	0
IKZF2	0	1	0	0	0	0	0
ASB12	0	1	0	0	0	0	0
SPATA13	0	1	0	0	0	0	0
HOPX	0	1	0	0	0	0	0
CIAO3	0	1	0	0	0	0	0
ZNF496	0	1	0	0	0	0	0
PLEKHG1	0	1	0	0	0	0	0
GRIK5	0	1	0	0	0	0	0
UTS2R	0	1	0	0	0	0	0
RORA	0	1	0	0	0	0	0
PAWR	0	1	0	0	0	0	0
LAG3	0	1	0	0	0	0	0
MLLT3	0	1	0	0	0	0	0
HIVEP2	0	1	0	0	0	0	0
MAPK8IP3	0	2	0	0	0	0	1
NUMA1	0	1	0	0	0	0	0
OR2T8	0	1	0	0	0	0	0
MLLT6	0	1	0	0	0	0	0
CHRM3	0	1	0	0	0	0	0
CD247	0	1	0	0	0	0	0
MPL	0	1	0	0	0	0	0
ID3	0	1	0	0	0	0	0
TIAM1	0	1	0	0	0	0	0
MADD	0	1	0	0	0	0	0
HLF	0	1	0	0	0	0	0
ABCG1	0	1	0	0	0	0	0
ZNF229	0	1	0	0	0	0	0
EOMES	0	1	0	0	0	0	0
SORBS1	0	1	0	0	0	0	0
CRY2	0	1	0	0	0	0	0
KIAA1324L	0	1	0	0	0	0	0
CD7	0	1	0	0	0	0	0
ZNF346	0	1	0	0	0	0	0
GPRC5C	0	1	0	0	0	0	0
ZBTB25	0	1	0	0	0	0	0
RAPGEF4	0	1	0	0	0	0	0
MED12	0	1	0	0	0	0	0
RASSF6	0	1	0	0	0	0	0
BACH2	0	1	0	0	0	0	0
CD28	0	1	0	0	0	0	0
ZXDA	0	1	0	0	0	0	0
OBSCN	0	1	0	0	0	0	0
SIPA1L3	0	1	0	0	0	0	0
SEC14L2	0	1	0	0	0	0	0
GFI1B	0	1	0	0	0	0	0
GTPBP1	0	2	0	0	0	0	0
RAB19	0	1	0	0	0	0	0
LEF1	0	1	0	0	0	0	0
PKD1	0	1	0	0	0	0	0
JAG2	0	1	0	0	0	0	0
PAX5	0	1	0	0	0	0	0
RUNX3	0	1	0	0	0	0	0
ERBB2	0	1	0	0	0	0	0
PLCB4	0	1	0	0	0	0	0
TCL1A	0	1	0	0	0	0	0
PRKD2	0	2	0	0	0	0	0
IL7R	0	1	0	0	0	0	0
STMN3	0	1	0	0	0	0	0
RASGRP1	0	1	0	0	0	0	0
CCND1	0	1	0	0	0	0	0
GATA3	0	1	0	0	0	0	0
ZFP37	0	1	0	0	0	0	0
GZMA	0	1	0	0	0	0	0
ZBTB32	0	1	0	0	0	0	0
IKZF3	0	1	0	0	0	0	0
CARD11	0	1	0	0	0	0	0
INPP4B	0	1	0	0	0	0	0
ZDBF2	0	1	0	0	0	0	0
LGR6	0	1	0	0	0	0	0
ZNF132	0	1	0	0	0	0	0
GZMB	0	1	0	0	0	0	0
BCL11B	0	1	0	0	0	0	0
ARHGAP8	0	1	0	0	0	0	0
DTHD1	0	1	0	0	0	0	0
CDH1	0	1	0	0	0	0	0
RGS9	0	1	0	0	0	0	0
PPP1R16B	0	1	0	0	0	0	0
PIM2	0	1	0	0	0	0	0
SETD1B	0	1	0	0	0	0	0
LRRN2	0	1	0	0	0	0	0
ZNF831	0	1	0	0	0	0	0
PLCG1	0	1	0	0	0	0	0
STAT5B	0	1	1	1	1	1	1
EVL	0	1	0	0	0	0	0
RHOV	0	1	0	0	0	0	0
NFRKB	0	1	0	0	0	0	0
NFATC2	0	1	0	0	0	0	0
ETS1	0	1	0	0	1	1	1
CD22	0	1	0	0	0	0	0
SCML4	0	1	0	0	0	0	0
PKIA	0	1	0	0	0	0	0
ZNF560	0	1	0	0	0	0	0
OPTN	0	1	0	0	0	0	0
DLL1	0	1	0	0	0	0	0
EGF	0	1	0	0	0	0	0
CNKSR1	0	1	0	0	0	0	0
PLCH2	0	1	0	0	0	0	0
OR2T33	0	1	0	0	0	0	0
ITPKB	0	1	0	0	0	0	0
MAF	0	1	0	0	0	0	0
TNIK	0	1	0	0	0	0	0
CELSR3	0	1	0	0	0	0	0
ZNF354C	0	1	0	0	0	0	0
ZFPM2	0	1	0	0	0	0	0
ZNF80	0	1	0	0	0	0	0
NOTCH1	0	1	0	0	0	0	0
IFITM1	0	1	0	0	0	0	0
PLEKHG5	0	1	0	0	0	0	0
THEMIS	0	1	0	0	0	0	0
ZAP70	0	1	0	0	0	0	0
CEACAM1	0	1	0	0	0	0	0
ZNF677	0	1	0	0	0	0	0
SIN3B	0	1	0	0	0	0	0
NLRP6	0	1	0	0	0	0	0
ZNF99	0	1	0	0	0	0	0
MOV10	0	1	0	0	0	0	0
ZFP41	0	1	0	0	0	0	0
TBC1D20	0	1	0	0	0	0	0
ZNF835	0	1	0	0	0	0	0
MLXIP	0	2	0	0	0	0	0
IL2RB	0	1	0	0	0	0	0
OR52N4	0	1	0	0	0	0	0
PRDM15	0	1	0	0	0	0	0
LCK	0	1	0	0	0	0	0
SEPT5	0	1	0	0	0	0	0
KLF8	0	1	0	0	0	0	0
CERKL	1	0	0	0	0	0	0
PPP1R8	1	0	1	1	1	1	1
GOLPH3	1	0	0	0	0	0	0
TCEAL8	1	0	0	0	0	0	0
DDX1	1	0	0	0	0	0	0
POFUT1	1	0	0	0	0	0	0
SH3BGRL	1	0	0	0	0	0	0
ZNF25	1	0	0	0	0	0	1
ZBTB44	1	0	0	0	0	0	0
HNRNPK	1	0	0	0	0	0	0
FAM126A	1	0	0	0	0	0	0
ZDHHC5	1	0	0	0	0	0	0
RBBP4	1	0	0	0	0	0	0
CHAMP1	1	0	0	0	0	0	0
SMAP1	1	0	0	0	0	0	0
PRKAR1A	1	0	1	0	1	1	1
GNG10	1	0	0	0	0	0	1
ZNF561	1	0	0	0	0	0	0
XRCC6	1	0	0	0	0	0	0
FKBP1A	1	0	1	0	1	0	1
SUPT16H	1	0	0	0	0	0	0
IFNAR1	1	0	0	0	0	0	0
SSRP1	1	0	0	0	0	0	0
ZNF22	1	0	0	0	0	0	0
MCM3	1	0	0	0	0	0	0
TCF19	1	0	0	0	0	0	0
RAB7A	1	0	0	0	0	0	0
CGGBP1	1	0	0	0	0	0	0
GMPS	1	0	0	0	0	0	0
ICK	1	0	0	0	0	0	0
