"xGene"	"ma_vitro"	"hm_vitro"	"ma_vivo"	"hm_vivo"	"group"
"Mm mmu-mir-6953"	0	1	1	0	"shared"
"Mm mmu-mir-6956"	0	0	1	0	"vivo_only"
"Mm mmu-let-7c-2"	0	0	1	0	"vivo_only"
"Mm mmu-mir-365-1"	0	0	1	0	"vivo_only"
"Mm mmu-mir-1894"	0	0	1	0	"vivo_only"
"Mm mmu-mir-6977"	0	0	1	0	"vivo_only"
"Mm mmu-mir-6359"	0	0	1	0	"vivo_only"
"Mm mmu-mir-1950"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7685"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7027"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7028"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7037"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7059"	0	0	1	0	"vivo_only"
"Mm mmu-mir-6401"	0	1	1	0	"shared"
"Mm mmu-mir-7068"	0	0	1	0	"vivo_only"
"Mm mmu-mir-7073"	0	0	1	1	"vivo_only"
"Mm 1700006E09Rik"	0	1	0	0	"vitro_only"
"Mm 1700011I03Rik"	0	1	0	1	"shared"
"Mm 1700011L22Rik"	0	1	0	0	"vitro_only"
"Mm 1700026L06Rik"	0	1	0	0	"vitro_only"
"Mm 1810037I17Rik"	0	1	0	0	"vitro_only"
"Mm 2410016O06Rik"	0	1	0	0	"vitro_only"
"Mm 2410127L17Rik"	0	1	0	0	"vitro_only"
"Mm 2510009E07Rik"	0	1	0	0	"vitro_only"
"Mm 2810459M11Rik"	0	1	0	0	"vitro_only"
"Mm 4933427D14Rik"	0	1	0	0	"vitro_only"
"Mm 9030624G23Rik"	0	1	0	0	"vitro_only"
"Mm AY074887"	0	1	0	0	"vitro_only"
"Mm Aar2"	0	1	0	0	"vitro_only"
"Mm Aasdhppt"	0	1	0	0	"vitro_only"
"Mm Abcf3"	0	1	0	0	"vitro_only"
"Mm Acp5"	0	1	0	0	"vitro_only"
"Mm Actr1a"	0	1	0	0	"vitro_only"
"Mm Adam26b"	0	1	0	0	"vitro_only"
"Mm Adsl"	0	1	0	0	"vitro_only"
"Mm Agtpbp1"	0	1	0	0	"vitro_only"
"Mm Aldh1a2"	0	1	0	0	"vitro_only"
"Mm Alg2"	0	1	0	0	"vitro_only"
"Mm Alkbh3"	0	1	0	0	"vitro_only"
"Mm Anapc2"	0	1	0	0	"vitro_only"
"Mm Ankrd49"	0	1	0	1	"shared"
"Mm Aox4"	0	1	0	0	"vitro_only"
"Mm Apc2"	0	1	0	0	"vitro_only"
"Mm Arap2"	0	1	0	1	"shared"
"Mm Arf6"	0	1	0	0	"vitro_only"
"Mm Arhgap30"	0	1	0	0	"vitro_only"
"Mm Arhgap4"	0	1	0	0	"vitro_only"
"Mm Arhgef9"	0	1	0	1	"shared"
"Mm Arid1a"	0	1	0	0	"vitro_only"
"Mm Artn"	0	1	0	0	"vitro_only"
"Mm Ascl3"	0	1	0	0	"vitro_only"
"Mm Atf6"	0	1	0	0	"vitro_only"
"Mm Atg2a"	0	1	0	0	"vitro_only"
"Mm Atoh7"	0	1	0	0	"vitro_only"
"Mm Atp5h"	0	1	0	0	"vitro_only"
"Mm Atp5j2"	0	1	0	0	"vitro_only"
"Mm Atp5k"	0	1	0	0	"vitro_only"
"Mm Atp6v0d1"	0	1	0	0	"vitro_only"
"Mm BC049762"	0	1	0	0	"vitro_only"
"Mm Bad"	0	1	0	0	"vitro_only"
"Mm Bap1"	0	1	0	1	"shared"
"Mm Bard1"	0	1	0	0	"vitro_only"
"Mm Bcl2a1c"	0	1	0	0	"vitro_only"
"Mm Bin1"	0	1	0	0	"vitro_only"
"Mm Birc6"	0	1	0	0	"vitro_only"
"Mm Bmi1"	0	1	0	0	"vitro_only"
"Mm Bora"	0	1	0	0	"vitro_only"
"Mm Brinp3"	0	1	0	0	"vitro_only"
"Mm Brwd3"	0	1	0	0	"vitro_only"
"Mm Btg1"	0	1	0	0	"vitro_only"
"Mm Bud13"	0	1	0	0	"vitro_only"
"Mm C130074G19Rik"	0	1	0	0	"vitro_only"
"Mm C330027C09Rik"	0	1	0	0	"vitro_only"
"Mm Calr"	0	1	0	1	"shared"
"Mm Caml"	0	1	0	0	"vitro_only"
"Mm Casc5"	0	1	0	0	"vitro_only"
"Mm Cbl"	0	1	0	0	"vitro_only"
"Mm Cbx3"	0	1	0	1	"shared"
"Mm Cbx4"	0	1	0	0	"vitro_only"
"Mm Ccdc28b"	0	1	0	0	"vitro_only"
"Mm Ccdc58"	0	1	0	0	"vitro_only"
"Mm Ccdc71l"	0	1	0	0	"vitro_only"
"Mm Ccdc85b"	0	1	0	0	"vitro_only"
"Mm Ccnh"	0	1	0	0	"vitro_only"
"Mm Cct5"	0	1	0	0	"vitro_only"
"Mm Cdc23"	0	1	0	0	"vitro_only"
"Mm Cdca8"	0	1	0	0	"vitro_only"
"Mm Cdh3"	0	1	0	0	"vitro_only"
"Mm Cebpb"	0	1	0	0	"vitro_only"
"Mm Cenpu"	0	1	0	1	"shared"
"Mm Cep55"	0	1	0	0	"vitro_only"
"Mm Cflar"	0	1	0	1	"shared"
"Mm Cherp"	0	1	0	0	"vitro_only"
"Mm Chordc1"	0	1	0	0	"vitro_only"
"Mm Chst7"	0	1	0	0	"vitro_only"
"Mm Clec12a"	0	1	0	0	"vitro_only"
"Mm Clec16a"	0	1	0	0	"vitro_only"
"Mm Cmip"	0	1	0	0	"vitro_only"
"Mm Cnot8"	0	1	0	0	"vitro_only"
"Mm Col2a1"	0	1	0	0	"vitro_only"
"Mm Cox17"	0	1	0	0	"vitro_only"
"Mm Cox20"	0	1	0	0	"vitro_only"
"Mm Cox4i2"	0	1	0	0	"vitro_only"
"Mm Cox7c"	0	1	0	0	"vitro_only"
"Mm Cramp1l"	0	1	0	0	"vitro_only"
"Mm Csf1"	0	1	0	0	"vitro_only"
"Mm Cxxc4"	0	1	0	1	"shared"
"Mm Cycs"	0	1	0	0	"vitro_only"
"Mm D19Ertd737e"	0	1	0	0	"vitro_only"
"Mm D6Wsu163e"	0	1	0	0	"vitro_only"
"Mm Dck"	0	1	0	0	"vitro_only"
"Mm Ddo"	0	1	0	0	"vitro_only"
"Mm Dhrs13"	0	1	0	0	"vitro_only"
"Mm Dmgdh"	0	1	0	0	"vitro_only"
"Mm Dnajc15"	0	1	0	0	"vitro_only"
"Mm Dnmt1"	0	1	0	0	"vitro_only"
"Mm Dpagt1"	0	1	0	0	"vitro_only"
"Mm Dph6"	0	1	0	1	"shared"
"Mm Dr1"	0	1	0	0	"vitro_only"
"Mm Dstn"	0	1	0	1	"shared"
"Mm Dux"	0	1	0	0	"vitro_only"
"Mm E4f1"	0	1	0	0	"vitro_only"
"Mm Eaf1"	0	1	0	0	"vitro_only"
"Mm Ebna1bp2"	0	1	0	0	"vitro_only"
"Mm Ebp"	0	1	0	0	"vitro_only"
"Mm Efcab10"	0	1	0	0	"vitro_only"
"Mm Eif1"	0	1	0	0	"vitro_only"
"Mm Eif3b"	0	1	0	0	"vitro_only"
"Mm Eif3g"	0	1	0	0	"vitro_only"
"Mm Eif4e2"	0	1	0	0	"vitro_only"
"Mm Ell"	0	1	0	0	"vitro_only"
"Mm Emc6"	0	1	0	0	"vitro_only"
"Mm Enkd1"	0	1	0	0	"vitro_only"
"Mm Ezh2"	0	1	0	0	"vitro_only"
"Mm Fam173a"	0	1	0	0	"vitro_only"
"Mm Fam198b"	0	1	0	0	"vitro_only"
"Mm Fbn2"	0	1	0	1	"shared"
"Mm Fbxo18"	0	1	0	0	"vitro_only"
"Mm Fbxo22"	0	1	0	0	"vitro_only"
"Mm Fryl"	0	1	0	0	"vitro_only"
"Mm Fshr"	0	1	0	0	"vitro_only"
"Mm Gabpa"	0	1	0	1	"shared"
"Mm Gadd45gip1"	0	1	0	0	"vitro_only"
"Mm Gemin2"	0	1	0	1	"shared"
"Mm Gemin8"	0	1	0	0	"vitro_only"
"Mm Gfi1"	0	1	0	0	"vitro_only"
"Mm Ggps1"	0	1	0	0	"vitro_only"
"Mm Glt28d2"	0	1	0	0	"vitro_only"
"Mm Gm11559"	0	1	0	0	"vitro_only"
"Mm Gm13271"	0	1	0	0	"vitro_only"
"Mm Gm17359"	0	1	0	0	"vitro_only"
"Mm Gm19345"	0	1	0	0	"vitro_only"
"Mm Gm19402"	0	1	0	0	"vitro_only"
"Mm Gm5506"	0	1	0	0	"vitro_only"
"Mm Gm5595"	0	1	0	0	"vitro_only"
"Mm Gm6034"	0	1	0	0	"vitro_only"
"Mm Gm7609"	0	1	0	0	"vitro_only"
"Mm Gml"	0	1	0	0	"vitro_only"
"Mm Gmnn"	0	1	0	1	"shared"
"Mm Gnb2"	0	1	0	0	"vitro_only"
"Mm Gnl3l"	0	1	0	0	"vitro_only"
"Mm Gprc5b"	0	1	0	0	"vitro_only"
"Mm Grin2d"	0	1	0	0	"vitro_only"
"Mm Grk1"	0	1	0	0	"vitro_only"
"Mm Gss"	0	1	0	0	"vitro_only"
"Mm Gtpbp8"	0	1	0	0	"vitro_only"
"Mm Haus2"	0	1	0	0	"vitro_only"
"Mm Haus7"	0	1	0	0	"vitro_only"
"Mm Hcn1"	0	1	0	0	"vitro_only"
"Mm Heatr5b"	0	1	0	0	"vitro_only"
"Mm Hectd1"	0	1	0	1	"shared"
"Mm Hectd2"	0	1	0	0	"vitro_only"
"Mm Hells"	0	1	0	0	"vitro_only"
"Mm Higd1a"	0	1	0	0	"vitro_only"
"Mm Hint3"	0	1	0	0	"vitro_only"
"Mm Hist1h4j"	0	1	0	0	"vitro_only"
"Mm Hmgb3"	0	1	0	0	"vitro_only"
"Mm Hnrnpr"	0	1	0	0	"vitro_only"
"Mm Hspb6"	0	1	0	1	"shared"
"Mm Iba57"	0	1	0	1	"shared"
"Mm Icosl"	0	1	0	0	"vitro_only"
"Mm Ifrd2"	0	1	0	1	"shared"
"Mm Igsf11"	0	1	0	1	"shared"
"Mm Incenp"	0	1	0	0	"vitro_only"
"Mm Irs3"	0	1	0	0	"vitro_only"
"Mm Iscu"	0	1	0	0	"vitro_only"
"Mm Jak2"	0	1	0	0	"vitro_only"
"Mm Josd2"	0	1	0	0	"vitro_only"
"Mm Junb"	0	1	0	0	"vitro_only"
"Mm Kat5"	0	1	0	0	"vitro_only"
"Mm Kcna4"	0	1	0	0	"vitro_only"
"Mm Kdm1a"	0	1	0	0	"vitro_only"
"Mm Kdm2a"	0	1	0	0	"vitro_only"
"Mm Klf12"	0	1	0	0	"vitro_only"
"Mm Klf16"	0	1	0	0	"vitro_only"
"Mm Klk1b21"	0	1	0	0	"vitro_only"
"Mm Krtap20-2"	0	1	0	0	"vitro_only"
"Mm Lage3"	0	1	0	0	"vitro_only"
"Mm Ldlrap1"	0	1	0	0	"vitro_only"
"Mm Letm1"	0	1	0	0	"vitro_only"
"Mm Lhb"	0	1	0	0	"vitro_only"
"Mm Lhx2"	0	1	0	0	"vitro_only"
"Mm Lmnb1"	0	1	0	0	"vitro_only"
"Mm Lrpprc"	0	1	0	0	"vitro_only"
"Mm Lrr1"	0	1	0	0	"vitro_only"
"Mm Lsm11"	0	1	0	0	"vitro_only"
"Mm Lsm6"	0	1	0	0	"vitro_only"
"Mm Lypd5"	0	1	0	0	"vitro_only"
"Mm Lyrm1"	0	1	0	1	"shared"
"Mm Map3k12"	0	1	0	0	"vitro_only"
"Mm Marveld3"	0	1	0	0	"vitro_only"
"Mm Mblac1"	0	1	0	0	"vitro_only"
"Mm Mbtd1"	0	1	0	1	"shared"
"Mm Mcm2"	0	1	0	1	"shared"
"Mm Mcm3ap"	0	1	0	0	"vitro_only"
"Mm Mcm9"	0	1	0	0	"vitro_only"
"Mm Mdm4"	0	1	0	0	"vitro_only"
"Mm Med28"	0	1	0	0	"vitro_only"
"Mm Mepce"	0	1	0	0	"vitro_only"
"Mm Mesdc2"	0	1	0	1	"shared"
"Mm Minos1"	0	1	0	0	"vitro_only"
"Mm Mms22l"	0	1	0	0	"vitro_only"
"Mm Mrpl33"	0	1	0	0	"vitro_only"
"Mm Mrpl39"	0	1	0	1	"shared"
"Mm Mrpl3"	0	1	0	0	"vitro_only"
"Mm Mrpl42"	0	1	0	0	"vitro_only"
"Mm Mrpl49"	0	1	0	0	"vitro_only"
"Mm Mrps14"	0	1	0	0	"vitro_only"
"Mm Mrps27"	0	1	0	0	"vitro_only"
"Mm Mrps2"	0	1	0	0	"vitro_only"
"Mm Mrps34"	0	1	0	0	"vitro_only"
"Mm Mrps35"	0	1	0	1	"shared"
"Mm Mrps5"	0	1	0	0	"vitro_only"
"Mm Muc1"	0	1	0	0	"vitro_only"
"Mm Mus81"	0	1	0	0	"vitro_only"
"Mm Myh4"	0	1	0	0	"vitro_only"
"Mm Nars"	0	1	0	0	"vitro_only"
"Mm Ndc1"	0	1	0	0	"vitro_only"
"Mm Ndufb11"	0	1	0	0	"vitro_only"
"Mm Ndufs1"	0	1	0	0	"vitro_only"
"Mm Ngdn"	0	1	0	0	"vitro_only"
"Mm Nipbl"	0	1	0	1	"shared"
"Mm Nipsnap1"	0	1	0	0	"vitro_only"
"Mm Noc2l"	0	1	0	0	"vitro_only"
"Mm Npas2"	0	1	0	0	"vitro_only"
"Mm Nudt21"	0	1	0	1	"shared"
"Mm Nuf2"	0	1	0	0	"vitro_only"
"Mm Nup155"	0	1	0	0	"vitro_only"
"Mm Nup160"	0	1	0	0	"vitro_only"
"Mm Nup214"	0	1	0	0	"vitro_only"
"Mm Nup85"	0	1	0	1	"shared"
"Mm Oas3"	0	1	0	0	"vitro_only"
"Mm Olfr113"	0	1	0	0	"vitro_only"
"Mm Olfr1208"	0	1	0	0	"vitro_only"
"Mm Olfr1303"	0	1	0	0	"vitro_only"
"Mm Olfr459"	0	1	0	0	"vitro_only"
"Mm Olfr594"	0	1	0	0	"vitro_only"
"Mm Olfr807"	0	1	0	0	"vitro_only"
"Mm Olfr818"	0	1	0	1	"shared"
"Mm Omg"	0	1	0	0	"vitro_only"
"Mm Ormdl2"	0	1	0	0	"vitro_only"
"Mm Parp9"	0	1	0	0	"vitro_only"
"Mm Paxbp1"	0	1	0	0	"vitro_only"
"Mm Pcbp1"	0	1	0	0	"vitro_only"
"Mm Pcdh8"	0	1	0	0	"vitro_only"
"Mm Pcf11"	0	1	0	0	"vitro_only"
"Mm Pdcd11"	0	1	0	0	"vitro_only"
"Mm Pdcd2l"	0	1	0	0	"vitro_only"
"Mm Pde1a"	0	1	0	0	"vitro_only"
"Mm Pdgfrl"	0	1	0	0	"vitro_only"
"Mm Pdrg1"	0	1	0	0	"vitro_only"
"Mm Pdss1"	0	1	0	0	"vitro_only"
"Mm Pelp1"	0	1	0	0	"vitro_only"
"Mm Pfas"	0	1	0	0	"vitro_only"
"Mm Pfdn1"	0	1	0	0	"vitro_only"
"Mm Pfdn2"	0	1	0	0	"vitro_only"
"Mm Pglyrp1"	0	1	0	0	"vitro_only"
"Mm Pi4kb"	0	1	0	0	"vitro_only"
"Mm Pigc"	0	1	0	0	"vitro_only"
"Mm Pik3r4"	0	1	0	0	"vitro_only"
"Mm Plcb3"	0	1	0	0	"vitro_only"
"Mm Plg"	0	1	0	1	"shared"
"Mm Pole2"	0	1	0	0	"vitro_only"
"Mm Pole3"	0	1	0	1	"shared"
"Mm Polr1d"	0	1	0	0	"vitro_only"
"Mm Polr2c"	0	1	0	0	"vitro_only"
"Mm Polr2m"	0	1	0	0	"vitro_only"
"Mm Polr3e"	0	1	0	0	"vitro_only"
"Mm Polrmt"	0	1	0	1	"shared"
"Mm Pop4"	0	1	0	1	"shared"
"Mm Ppfia3"	0	1	0	0	"vitro_only"
"Mm Ppil1"	0	1	0	1	"shared"
"Mm Ppp1r2"	0	1	0	0	"vitro_only"
"Mm Ppp1r3b"	0	1	0	0	"vitro_only"
"Mm Ppp1r8"	0	1	0	0	"vitro_only"
"Mm Ppp2ca"	0	1	0	0	"vitro_only"
"Mm Prdm4"	0	1	0	0	"vitro_only"
"Mm Prg3"	0	1	0	0	"vitro_only"
"Mm Prom1"	0	1	0	0	"vitro_only"
"Mm Prpf6"	0	1	0	0	"vitro_only"
"Mm Prrt2"	0	1	0	0	"vitro_only"
"Mm Psma3"	0	1	0	0	"vitro_only"
"Mm Psmd2"	0	1	0	0	"vitro_only"
"Mm Ptcd1"	0	1	0	0	"vitro_only"
"Mm Ptcd3"	0	1	0	0	"vitro_only"
"Mm Ptpn23"	0	1	0	0	"vitro_only"
"Mm Pxdn"	0	1	0	0	"vitro_only"
"Mm Qrich1"	0	1	0	0	"vitro_only"
"Mm Rab1"	0	1	0	0	"vitro_only"
"Mm Rabggta"	0	1	0	0	"vitro_only"
"Mm Rad51b"	0	1	0	1	"shared"
"Mm Rad54b"	0	1	0	0	"vitro_only"
"Mm Rad54l2"	0	1	0	0	"vitro_only"
"Mm Ranbp1"	0	1	0	0	"vitro_only"
"Mm Rangap1"	0	1	0	0	"vitro_only"
"Mm Rapgef6"	0	1	0	1	"shared"
"Mm Rasa2"	0	1	0	0	"vitro_only"
"Mm Rbm10"	0	1	0	0	"vitro_only"
"Mm Rbm18"	0	1	0	0	"vitro_only"
"Mm Rbmxl1"	0	1	0	0	"vitro_only"
"Mm Recql4"	0	1	0	0	"vitro_only"
"Mm Relt"	0	1	0	0	"vitro_only"
"Mm Rer1"	0	1	0	0	"vitro_only"
"Mm Rev3l"	0	1	0	0	"vitro_only"
"Mm Rimklb"	0	1	0	0	"vitro_only"
"Mm Rit2"	0	1	0	0	"vitro_only"
"Mm Rnaseh2c"	0	1	0	0	"vitro_only"
"Mm Rpl31-ps12"	0	1	0	0	"vitro_only"
"Mm Rpl35"	0	1	0	0	"vitro_only"
"Mm Rpl36al"	0	1	0	0	"vitro_only"
"Mm Rpp30"	0	1	0	0	"vitro_only"
"Mm Rreb1"	0	1	0	1	"shared"
"Mm Ryr3"	0	1	0	1	"shared"
"Mm Sec14l3"	0	1	0	0	"vitro_only"
"Mm Sephs1"	0	1	0	0	"vitro_only"
"Mm Sepsecs"	0	1	0	0	"vitro_only"
"Mm Serpinb1b"	0	1	0	0	"vitro_only"
"Mm Sf3b1"	0	1	0	0	"vitro_only"
"Mm Sfi1"	0	1	0	0	"vitro_only"
"Mm Shmt2"	0	1	0	0	"vitro_only"
"Mm Ska3"	0	1	0	0	"vitro_only"
"Mm Skiv2l"	0	1	0	0	"vitro_only"
"Mm Skp1a"	0	1	0	0	"vitro_only"
"Mm Slc18a3"	0	1	0	0	"vitro_only"
"Mm Slc25a5"	0	1	0	1	"shared"
"Mm Slc26a10"	0	1	0	1	"shared"
"Mm Slc26a9"	0	1	0	0	"vitro_only"
"Mm Slc35a2"	0	1	0	0	"vitro_only"
"Mm Slc39a3"	0	1	0	0	"vitro_only"
"Mm Slc39a7"	0	1	0	0	"vitro_only"
"Mm Slc9a1"	0	1	0	0	"vitro_only"
"Mm Slfn2"	0	1	0	0	"vitro_only"
"Mm Smarcad1"	0	1	0	0	"vitro_only"
"Mm Smarcal1"	0	1	0	0	"vitro_only"
"Mm Smarcb1"	0	1	0	0	"vitro_only"
"Mm Smchd1"	0	1	0	1	"shared"
"Mm Snip1"	0	1	0	0	"vitro_only"
"Mm Snrnp27"	0	1	0	0	"vitro_only"
"Mm Snrnp70"	0	1	0	0	"vitro_only"
"Mm Sorbs2"	0	1	0	0	"vitro_only"
"Mm Spag16"	0	1	0	0	"vitro_only"
"Mm Spag7"	0	1	0	0	"vitro_only"
"Mm Spcs2"	0	1	0	0	"vitro_only"
"Mm Spint2"	0	1	0	0	"vitro_only"
"Mm Srbd1"	0	1	0	0	"vitro_only"
"Mm Srebf2"	0	1	0	0	"vitro_only"
"Mm Srek1"	0	1	0	0	"vitro_only"
"Mm Srsf7"	0	1	0	0	"vitro_only"
"Mm Stx18"	0	1	0	0	"vitro_only"
"Mm Sult1c1"	0	1	0	0	"vitro_only"
"Mm Taf1a"	0	1	0	0	"vitro_only"
"Mm Taf1d"	0	1	0	1	"shared"
"Mm Taf3"	0	1	0	0	"vitro_only"
"Mm Tarm1"	0	1	0	0	"vitro_only"
"Mm Tars2"	0	1	0	1	"shared"
"Mm Tbxa2r"	0	1	0	0	"vitro_only"
"Mm Tcf23"	0	1	0	0	"vitro_only"
"Mm Tchh"	0	1	0	0	"vitro_only"
"Mm Tex22"	0	1	0	1	"shared"
"Mm Tgfb3"	0	1	0	1	"shared"
"Mm Them4"	0	1	0	0	"vitro_only"
"Mm Thoc2"	0	1	0	0	"vitro_only"
"Mm Tma16"	0	1	0	0	"vitro_only"
"Mm Tmc6"	0	1	0	0	"vitro_only"
"Mm Tmem144"	0	1	0	0	"vitro_only"
"Mm Tmem219"	0	1	0	0	"vitro_only"
"Mm Tnfrsf11a"	0	1	0	0	"vitro_only"
"Mm Tomm20"	0	1	0	0	"vitro_only"
"Mm Trappc1"	0	1	0	0	"vitro_only"
"Mm Trappc8"	0	1	0	0	"vitro_only"
"Mm Trmt6"	0	1	0	0	"vitro_only"
"Mm Trnt1"	0	1	0	0	"vitro_only"
"Mm Trp53rk"	0	1	0	1	"shared"
"Mm Ttc14"	0	1	0	0	"vitro_only"
"Mm Ttc1"	0	1	0	0	"vitro_only"
"Mm Ttc23"	0	1	0	0	"vitro_only"
"Mm Ttc7b"	0	1	0	0	"vitro_only"
"Mm Tubg1"	0	1	0	0	"vitro_only"
"Mm Tusc5"	0	1	0	0	"vitro_only"
"Mm Txnrd2"	0	1	0	0	"vitro_only"
"Mm Tyr"	0	1	0	0	"vitro_only"
"Mm Ube2c"	0	1	0	1	"shared"
"Mm Uqcrb"	0	1	0	1	"shared"
"Mm Urb2"	0	1	0	0	"vitro_only"
"Mm Urod"	0	1	0	0	"vitro_only"
"Mm Uvrag"	0	1	0	0	"vitro_only"
"Mm Vat1"	0	1	0	0	"vitro_only"
"Mm Vipas39"	0	1	0	0	"vitro_only"
"Mm Vmn1r-ps103"	0	1	0	0	"vitro_only"
"Mm Vmn1r11"	0	1	0	1	"shared"
"Mm Vmn1r160"	0	1	0	0	"vitro_only"
"Mm Vnn3"	0	1	0	0	"vitro_only"
"Mm Vps72"	0	1	0	0	"vitro_only"
"Mm Vwa1"	0	1	0	0	"vitro_only"
"Mm Wars2"	0	1	0	1	"shared"
"Mm Wbp11"	0	1	0	0	"vitro_only"
"Mm Wdhd1"	0	1	0	0	"vitro_only"
"Mm Wdr1"	0	1	0	1	"shared"
"Mm Wdr25"	0	1	0	0	"vitro_only"
"Mm Wdr7"	0	1	0	0	"vitro_only"
"Mm Wdr81"	0	1	0	0	"vitro_only"
"Mm Wrap53"	0	1	0	0	"vitro_only"
"Mm Xrcc3"	0	1	0	0	"vitro_only"
"Mm Yrdc"	0	1	0	0	"vitro_only"
"Mm Zbtb1"	0	1	0	1	"shared"
"Mm Zbtb7a"	0	1	0	0	"vitro_only"
"Mm Zc3h4"	0	1	0	0	"vitro_only"
"Mm Zdhhc17"	0	1	0	0	"vitro_only"
"Mm Zeb2"	0	1	0	1	"shared"
"Mm Zfp27"	0	1	0	0	"vitro_only"
"Mm Zfp322a"	0	1	0	0	"vitro_only"
"Mm Zfp354b"	0	1	0	0	"vitro_only"
"Mm Zfp362"	0	1	0	0	"vitro_only"
"Mm Zfp457"	0	1	0	0	"vitro_only"
"Mm Zfp9"	0	1	0	1	"shared"
"Mm Zfx"	0	1	0	0	"vitro_only"
"Mm Zmynd11"	0	1	0	0	"vitro_only"
"Mm Zmynd19"	0	1	0	0	"vitro_only"
"Mm Zw10"	0	1	0	0	"vitro_only"
"Mm a"	0	1	0	0	"vitro_only"
"Mm mmu-mir-206"	0	1	0	0	"vitro_only"
"Mm mmu-mir-5103"	0	1	0	1	"shared"
"Mm mmu-mir-6350"	0	1	0	0	"vitro_only"
"Mm mmu-mir-5100"	0	1	0	0	"vitro_only"
"Mm mmu-mir-7667"	0	1	0	0	"vitro_only"
"Mm mmu-mir-694"	0	1	0	0	"vitro_only"
"Mm mmu-mir-5112"	0	1	0	0	"vitro_only"
"Mm mmu-mir-1954"	0	1	0	0	"vitro_only"
"Mm mmu-mir-6336"	0	1	0	0	"vitro_only"
"Mm mmu-mir-3091"	0	1	0	0	"vitro_only"
"Mm mmu-mir-8120"	0	1	0	1	"shared"
"Mm mmu-mir-7012"	0	1	0	0	"vitro_only"
"Mm mmu-mir-7038"	0	1	0	1	"shared"
"Mm mmu-mir-7660"	0	1	0	0	"vitro_only"
"Mm mmu-mir-7654"	0	1	0	0	"vitro_only"
"Mm mmu-mir-7067"	0	1	0	0	"vitro_only"
"Mm mmu-mir-5133"	0	1	0	0	"vitro_only"
"Mm 1700018F24Rik"	0	0	0	1	"vivo_only"
"Mm 1700061G19Rik"	0	0	0	1	"vivo_only"
"Mm 1810026J23Rik"	0	0	0	1	"vivo_only"
"Mm 1810055G02Rik"	0	0	0	1	"vivo_only"
"Mm 2010107G23Rik"	0	0	0	1	"vivo_only"
"Mm 2010111I01Rik"	0	0	0	1	"vivo_only"
"Mm 2310033P09Rik"	0	0	0	1	"vivo_only"
"Mm 4632428N05Rik"	0	0	0	1	"vivo_only"
"Mm 8030411F24Rik"	0	0	0	1	"vivo_only"
"Mm A630007B06Rik"	0	0	0	1	"vivo_only"
"Mm Abcc4"	0	0	0	1	"vivo_only"
"Mm Acap2"	0	0	0	1	"vivo_only"
"Mm Acap3"	0	0	0	1	"vivo_only"
"Mm Acn9"	0	0	0	1	"vivo_only"
"Mm Acot1"	0	0	0	1	"vivo_only"
"Mm Actr8"	0	0	0	1	"vivo_only"
"Mm Acyp2"	0	0	0	1	"vivo_only"
"Mm Adipor2"	0	0	0	1	"vivo_only"
"Mm Alkbh8"	0	0	0	1	"vivo_only"
"Mm Arf4"	0	0	0	1	"vivo_only"
"Mm Arf5"	0	0	0	1	"vivo_only"
"Mm Arhgef18"	0	0	0	1	"vivo_only"
"Mm Arhgef1"	0	0	0	1	"vivo_only"
"Mm Arrdc3"	0	0	0	1	"vivo_only"
"Mm Arsj"	0	0	0	1	"vivo_only"
"Mm Ascc2"	0	0	0	1	"vivo_only"
"Mm Asxl2"	0	0	0	1	"vivo_only"
"Mm Atp11b"	0	0	0	1	"vivo_only"
"Mm Atp8b4"	0	0	0	1	"vivo_only"
"Mm B3galt4"	0	0	0	1	"vivo_only"
"Mm BC048609"	0	0	0	1	"vivo_only"
"Mm Bcan"	0	0	0	1	"vivo_only"
"Mm Brd4"	0	0	0	1	"vivo_only"
"Mm Brinp1"	0	0	0	1	"vivo_only"
"Mm Btbd6"	0	0	0	1	"vivo_only"
"Mm Ccng2"	0	0	0	1	"vivo_only"
"Mm Clock"	0	0	0	1	"vivo_only"
"Mm Cog2"	0	0	0	1	"vivo_only"
"Mm Col23a1"	0	0	0	1	"vivo_only"
"Mm Col6a6"	0	0	0	1	"vivo_only"
"Mm Cryba4"	0	0	0	1	"vivo_only"
"Mm Csf3r"	0	0	0	1	"vivo_only"
"Mm Csnk2a1"	0	0	0	1	"vivo_only"
"Mm Ctc1"	0	0	0	1	"vivo_only"
"Mm Ctdnep1"	0	0	0	1	"vivo_only"
"Mm Ctdsp1"	0	0	0	1	"vivo_only"
"Mm Cxcr1"	0	0	0	1	"vivo_only"
"Mm Cyp26a1"	0	0	0	1	"vivo_only"
"Mm Ddx27"	0	0	0	1	"vivo_only"
"Mm Ddx60"	0	0	0	1	"vivo_only"
"Mm Dld"	0	0	0	1	"vivo_only"
"Mm Dnajb11"	0	0	0	1	"vivo_only"
"Mm Dph1"	0	0	0	1	"vivo_only"
"Mm Eif4b"	0	0	0	1	"vivo_only"
"Mm Eif4g2"	0	0	0	1	"vivo_only"
"Mm Elmod3"	0	0	0	1	"vivo_only"
"Mm Ensa"	0	0	0	1	"vivo_only"
